Educational stage,HistoricalEra,Personality Name,Date,Content,stemmedTashContent,image_link
HSL3,Modern History,محمد بولوزداد,1927-1957,انخرط في صفوف حزب الشعب 1943، قيادي في حركة الانتصار للحريات الديمقراطية، أول رئيس للمنظمة الخاصة (فيفري 1947) ثم خلف ايت أحمد نتيجة لمرضه.,نخرط في صفوف حزب شعب 1943، قياد في حرك انتصار حر الديمقراطية، أول رئيس منظم خاص (فيفر 1947) ثم خلف يت حمد نتيج مرضه.,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=3446259487893603229
HSL3,Modern History,الأمين زروال,,رئيس الجزائر في المرحلة الانتقالية 30جانفي 1994. أنتخب رئيسا للجمهورية في 16 نوفمبر 1995. انسحب من السلطة 1996 .,رئيس جزائر في مرحل انتقال 30جانف 1994. نتخب رئيس جمهور في 16 نوفمبر 1995. نسحب من سلط 1996 .,https://upload.wikimedia.org/wikipedia/commons/8/84/Liamine_Z%C3%A9roual.jpg
HSL3,Modern History,عبد العزيز بوتفليقة,,وزير الخارجية من 1963إلى 1979 أنتخب في 16 أفريل 1999رئيسا للجمهورية الجزائرية، ارتبط اسمه بمشروع الوئام المدني ثم المصالحة الوطنية تجنبا حقن دماء الجزائريين.,زير خارج من 1963إلى 1979 نتخب في 16 ريل 1999رئيسا جمهور الجزائرية، رتبط سم مشروع وئام مدن ثم مصالح وطن جنب حق دماء الجزائريين.,https://ichef.bbci.co.uk/ace/ws/640/cpsprodpb/50BA/production/_93866602_44822ae2-8ebf-4fdb-887e-62bcf926607e.jpg.webp
HSL3,Modern History,شارل ديغول 1890 ـ 1970,,سياسي وجنرال فرنسي مؤسس الجمهورية الفرنسية الخامسة عام 1958 .حاول ضرب الثورة بسياسته التي جمعت بين القمع والإغراء ومحاولة الاختراق وأخيرا وقع اتفاقيات ايفيان مع جبهة التحرير الوطني. مما أنقذ فرنسا. توفي سنة 1970,سياس جنرال رنس مؤسس جمهور فرنس خامس عام 1958 .حاول ضرب ثور سياس التي جمع بين قمع إغراء محاول اختراق خيرا قع اتفاق يفيا مع جبه تحرير وطني. مما نقذ رنسا. وف سن 1970,https://static.srpcdigital.com/styles/1037xauto/public/2024-12/889128.jpeg.webp
HSL3,Modern History,جاك سوستال 1912,,"عين واليا عاما على الجزائر سنة 1955 و هو صاحب مشروع سوستال نصب نفسه مدافعا عن ""الجزائر الفرنسية"" وسياسة الإدماج عينه ديغول سنة 1958 بوزارة الإعلام ثم الوزارة المنتدبة للصحراء.","عين يا عام على جزائر سن 1955 و هو صاحب مشروع سوستال صب نفس مدافع عن ""الجزائر فرنسية"" سياس إدماج عين ديغول سن 1958 وزار إعلام ثم وزار منتدب صحراء.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Jacques_Soustelle%2C_Bestanddeelnr_909-5719_%28cropped%29.jpg/1200px-Jacques_Soustelle%2C_Bestanddeelnr_909-5719_%28cropped%29.jpg
HSL3,Modern History,ليون بلوم,,"1872 ـ 1950 : سياسي فرنسي، عضو الحزب الاشتراكي رئيس حكومة الجبهة الشعبية الفرنسية (1936 ـ 1937). اشتهر بإصلاحاته التي حملت شعار: ""الخبز، الأمن، الحرية صاحب المشروع الإدماجي الذي يجمعه مع الوالي العام الفرنسي في الجزائر- موريس فيوليت - المعروف بمشروع بلوم ـ فيوليت.[/b]","1872 ـ 1950 : سياس رنسي، عض حزب اشتراك رئيس حكوم جبه شعب فرنس (1936 ـ 1937). شتهر إصلاح التي حمل شعار: ""الخبز، أمن، حر صاحب مشروع إدماج الذي جمع مع وال عام فرنس في جزائر- موريس وليت - معروف مشروع لوم ـ فيوليت.[/b]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/L%C3%A9on_Blum_Meurisse_b_1927.jpg/800px-L%C3%A9on_Blum_Meurisse_b_1927.jpg
HSL3,Modern History,بيير مانديس فرانس,1907-1982,رئيس حكومة فرنسا 17 جوان 1954 إلى 5 فيفري 1955.,رئيس حكوم رنس 17 جو 1954 إلى 5 فري 1955.,https://cdn.britannica.com/23/10023-004-D969A3A8/Mendes-France.jpg
HSL3,Modern History,إدغارفور,1908-1988,رئيس حكومة فرنسا من 23 فيفري 1955 إلى 24 جانفي 1956.,رئيس حكوم رنس من 23 فري 1955 إلى 24 جانف 1956.,https://upload.wikimedia.org/wikipedia/commons/a/a4/Edgar_Faure.jpg
HSL3,Modern History,غي مولي,1905-1975,رئيس حكومة فرنسا 30جانفي 1956 إلى 21ماي 1957.,رئيس حكوم رنس 30جانف 1956 إلى 21م 1957.,https://www.marefa.org/w/images/thumb/3/39/Guy_Mollet_Archief.PNG/300px-Guy_Mollet_Archief.PNG
HSL3,Modern History,موريس بورجيس مونوري,1914-1993,رئيس حكومة فرنسا12 جوان 1957 إلى 30سبتمبر 1957.,رئيس حكوم رنسا12 جو 1957 إلى 30سبتمبر 1957.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Bourg%C3%A8s-Maunoury_-_Levi_Eshkol_1958_%28cropped%29.jpg/220px-Bourg%C3%A8s-Maunoury_-_Levi_Eshkol_1958_%28cropped%29.jpg
HSL3,Modern History,فيلكس غايارا,1919-1970,رئيس حكومة فرنسا من 6 نوفمبر 1957 إلى 11 أفريل 1958.,رئيس حكوم رنس من 6 نوفمبر 1957 إلى 11 ريل 1958.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100058034580583
HSL3,Modern History,فرانسوا ميتران,1981-1995,رجل سياسي فرنسي رئيس الجمهورية الفرنسية لفترتين رئا سيتينتولى حقيبة وزارة الداخليةمع اندلاع الثورة 01-نوفمبر 1954.,رجل سياس رنس رئيس جمهور فرنس فتر رئ سيتينتولى حقيب زار الداخليةمع ندلاع ثور 01-نوفمبر 1954.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/President_Fran%C3%A7ois_Mitterrand_in_1983.jpg/1200px-President_Fran%C3%A7ois_Mitterrand_in_1983.jpg
HSL3,Modern History,المارشال بيتان, فيلب,رجل عسكري وسياسي فرنسي رئيس حكومة (فيشي)العميلة للالمانمنجوان1940-1945تاريخ تحرير فرنسا من النازية .توفي في السجن1951.,رجل عسكر سياس رنس رئيس حكوم (فيشي)العميلة للالمانمنجوان1940-1945تاريخ حرير رنس من ناز .توف في السجن1951.,https://upload.wikimedia.org/wikipedia/commons/a/a9/P%C3%A9tain_-_portrait_photographique.jpg
HSL3,Modern History,جورج بومبيدو,,رئيس فرنسا 1969-1974 خلف ديغول. ترئس الوفد الفرنسي المفاوض مع جبهة التحرير الوطني الجزائرية 1961 في سويسرا قبل الوصول إلى إتفاقية ( إفيان).,رئيس رنس 1969-1974 خلف ديغول. رئس وفد فرنس مفاوض مع جبه تحرير وطن جزائر 1961 في سويسر قبل وصول إلى إتفاق ( إفيان).,https://upload.wikimedia.org/wikipedia/commons/2/2a/Georges_Pompidou_1969_%28cropped%29.jpg
HSL3,Modern History,شال موريس,1905-1979,جنرال إستدعاه (ديغول) لقيادة الجيش الفرنسي بالجزائر 1959، صاحب فكرة الخطوط المكهربة على الحدود الغربية و الشرقية للجزائر، مع بداية المفاوضات الجزائرية الفرنسية إنقلب على ديغول 22 افريل 1961 حكم عليه في 1 جوان ب 15 سنة سجنا، أطلق سراحه في 1966 بعوف من ديغول.,جنرال إستدعا (ديغول) قياد جيش فرنس جزائر 1959، صاحب رة خطوط مكهرب على حدود غرب و شرق جزائر، مع دا مفاوض جزائر فرنس إنقلب على ديغول 22 افريل 1961 حكم على في 1 جو ب 15 سن سجنا، طلق سراح في 1966 عوف من ديغول.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=167103279460471
HSL3,Modern History,راوول سالان,1899-1984,جنرال فرنسي، شارك في حرب فرنسا في الهند الصينية، من معارضي إستقلال الجزائر، شارك في إنقلاب الجنرالات أفريل 1961 ضد ديغول مع جوهو، زيلر، شال، دخل العمل السري بتأسيس (المنظمة العسكرية السرية)ن سجن في أفريل 1962 إلى غاية جوان 1968.,جنرال رنسي، شار في حرب رنس في هند صينية، من معارض إستقلال جزائر، شار في إنقلاب جنرال ريل 1961 ضد ديغول مع جوهو، زيلر، شال، دخل عمل سر تأسيس (المنظم عسكر سرية)ن سج في ريل 1962 إلى غا جو 1968.,https://upload.wikimedia.org/wikipedia/commons/0/0b/Generaal_Salan%2C_Bestanddeelnr_909-5643.jpg
HSL3,Modern History,المهاتما غاندي 1869 ـ 1948,,داعية وطني و زعيم هندي نضال ضد الوجود البريطاني و اشتهر باستخدام أسلوب اللاعنف في نضاله . اغتيل من طرف متطرف هندوسي عام 1948.,داع طن و زعيم هند ضال ضد وجود بريطان و شتهر استخدام سلوب لاعنف في ضال . غتيل من طرف متطرف هندوس عام 1948.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Mahatma-Gandhi%2C_studio%2C_1931.jpg/1200px-Mahatma-Gandhi%2C_studio%2C_1931.jpg
HSL3,Modern History,جواهر لالا نهرو 1889 ـ 1964,,رجل سياسة هندي و تلميذ غاندي من صانعي استقلال الهند شغل منصب الوزير الأول (1947 ـ 1964) و كان من ابرز أقطاب حركة عدم الانحياز .,رجل سياس هند و تلميذ غاند من صانع استقلال هند شغل منصب وزير أول (1947 ـ 1964) و كان من برز قطاب حرك عدم انحياز .,https://upload.wikimedia.org/wikipedia/commons/5/5f/Jnehru.jpg
HSL3,Modern History,محمد علي جناح 1876 ـ 1948,,مناضل تحرري وسياسي باكستاني ناضل لتحرير شبه القارة الهندية من الوجود البريطاني و كان شريكا لغاندي ونهرو عمل على الانفصال عن الهند قي اطار دول باكستان سنة 1947 التي اصب حاول رئيس لها .,مناضل حرر سياس اكستان ناضل حرير شبه قار هند من وجود بريطان و كان شريك غاند هرو عمل على انفصال عن هند قي طار دول اكستان سن 1947 التي صب حاول رئيس لها .,https://findyourstampsvalue.com/stamp/image/UAE-cwpn03qiTF-0.jpeg
HSL3,Modern History,هوشي منه 1890 ـ 1969,,مؤسس الحزب الشيوعي الفيتنامي قاد حربا ضد الوجود الفرنسي من 1946 ثم تزعم الحرب ضد الحكومة العميلة في الفيتنام الجنوبي وضد الولايات المتحدة عام 1960 وانتهت بانتصار الشماليين وانسحاب الو.م.أ وتوحيد البلاد رسميا عام في أفريل1975,مؤسس حزب شيوع فيتنام قاد حرب ضد وجود فرنس من 1946 ثم زعم حرب ضد حكوم عميل في فيتنام جنوب ضد ولا متحد عام 1960 انته انتصار شمالي نسحاب و.م.أ وحيد بلاد رسمي عام في ريل1975,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1272215746271392
HSL3,Modern History,جمال عبد الناصر 1918 ـ 1970,,انظم لتنظيم الضباط الأحرار الذي اطاح بالملك فاروق1952 أصبح رئيسا للجمهورية عام 1956 من أهم انجازاته تأميم قناة السويس و بناء السد العالي في عهد كانت هزيمة حرب 1967توفي سنة 1970 .,نظم نظيم ضباط أحرار الذي طاح ملك فاروق1952 أصبح رئيس جمهور عام 1956 من هم انجاز أميم قنا سويس و ناء سد عال في عهد انت هزيم حرب 1967توف سن 1970 .,https://i.ebayimg.com/images/g/P5oAAOSwWx9mGVQc/s-l1200.jpg
HSL3,Modern History,أرنستو شي غيفارا 1928- 1967,,طبيب و ثوري ماركسي من أصل أرجنتيني شارك في الثورة الكوبية إلى جانب كاسترو 1956 ـ 1959 حاول التأسيس لثورة شاملة في أمريكا اللاتينية ضد الهيمنة الأمريكية و الموالين لها . أصبح رمزا عالميا . قتل في بوليفيا سنة 1967,طبيب و ثور ماركس من صل رجنتين شار في ثور كوب إلى جانب استرو 1956 ـ 1959 حاول تأسيس ثور شامل في مريك لاتين ضد هيمن أمريك و موال لها . أصبح رمز عالمي . قتل في وليفيا سن 1967,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Che_Guevara_-_Guerrillero_Heroico_by_Alberto_Korda.jpg/220px-Che_Guevara_-_Guerrillero_Heroico_by_Alberto_Korda.jpg
